Id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
574,22,Travel_Rarely,1402,Research & Development,1,3,Life Sciences,1,1,Male,80,3,1,Laboratory Technician,4,Single,4025,26342,1,Y,Yes,22,4,3,80,0,3,2,1,3,2,1,2,1
50,41,Travel_Rarely,932,Research & Development,7,4,Medical,1,1,Male,54,2,1,Laboratory Technician,4,Married,2836,8891,1,Y,No,15,3,4,80,1,10,6,3,10,8,3,7,0
853,32,Travel_Rarely,662,Sales,1,3,Technical Degree,1,1,Male,44,3,2,Sales Executive,3,Married,4037,14255,0,Y,Yes,11,3,3,80,1,4,3,2,3,2,2,2,0
1982,36,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8,0
1823,30,Travel_Rarely,1427,Research & Development,2,1,Medical,1,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,0
833,39,Travel_Rarely,1441,Research & Development,16,5,Life Sciences,1,1,Male,36,3,3,Manufacturing Director,4,Single,9204,23793,1,Y,Yes,14,3,3,80,0,9,3,3,9,7,7,8,0
1115,27,Travel_Rarely,1210,Research & Development,16,4,Technical Degree,1,4,Male,83,3,1,Research Scientist,2,Divorced,2684,26314,1,Y,No,18,3,2,80,2,1,3,3,1,0,0,0,0
1166,34,Travel_Rarely,648,Sales,20,3,Marketing,1,4,Male,54,2,2,Sales Executive,2,Single,5743,21731,0,Y,No,14,3,3,80,0,10,2,2,9,7,0,8,0
1906,29,Travel_Rarely,896,Research & Development,18,1,Medical,1,3,Male,86,2,1,Research Scientist,4,Single,2389,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1,1
971,21,Travel_Rarely,1252,Sales,4,1,Medical,1,3,Male,31,2,1,Sales Representative,1,Single,2966,18798,1,Y,No,18,3,4,80,0,2,2,3,2,2,2,2,0
399,59,Travel_Rarely,1333,Sales,2,4,Life Sciences,1,3,Male,90,2,2,Sales Executive,4,Single,5094,20652,2,Y,No,11,3,3,80,0,10,3,3,1,0,0,0,0
2368,40,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,0
19,25,Non-Travel,1092,Research & Development,1,1,Medical,1,4,Female,96,3,2,Manufacturing Director,4,Married,4374,17000,1,Y,Yes,17,3,1,80,0,5,3,4,5,3,1,4,0
684,34,Travel_Rarely,849,Research & Development,2,3,Life Sciences,1,3,Male,39,3,1,Research Scientist,3,Married,2044,15850,1,Y,No,21,4,2,80,3,1,3,3,1,0,0,0,0
35,56,Travel_Rarely,300,Research & Development,3,4,Life Sciences,1,3,Male,73,2,1,Laboratory Technician,2,Married,3780,4257,3,Y,Yes,12,3,3,80,2,5,3,3,0,0,0,0,0
2587,23,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,0
524,34,Travel_Rarely,1243,Sales,8,2,Life Sciences,1,1,Female,32,3,2,Sales Executive,4,Single,5155,22670,1,Y,No,15,3,3,80,0,6,2,2,6,4,0,4,0
920,36,Travel_Rarely,1467,Research & Development,1,4,Medical,1,4,Male,62,3,1,Research Scientist,4,Married,2226,4658,0,Y,No,14,3,4,80,1,6,3,3,5,3,1,1,0
1841,27,Non-Travel,1450,Research & Development,3,3,Medical,1,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,0
1890,51,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7,0
537,29,Travel_Rarely,1245,Research & Development,10,1,Life Sciences,1,1,Male,33,3,2,Laboratory Technician,1,Married,4197,6076,3,Y,No,14,3,3,80,0,11,3,1,8,0,3,7,1
1705,44,Travel_Rarely,477,Research & Development,7,4,Medical,1,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17,0
2674,27,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7,1
245,27,Travel_Rarely,821,Research & Development,9,1,Other,1,4,Male,84,3,1,Laboratory Technician,4,Married,3229,8758,1,Y,Yes,14,3,4,80,0,3,3,3,3,2,0,2,1
784,35,Travel_Rarely,1252,Research & Development,2,4,Medical,1,1,Female,60,3,2,Healthcare Representative,3,Single,4502,5388,0,Y,No,15,3,3,80,0,17,3,2,16,10,2,13,0
1409,30,Travel_Rarely,1062,Research & Development,19,3,Life Sciences,1,4,Female,48,3,2,Laboratory Technician,4,Married,5294,26542,0,Y,No,14,3,3,80,1,10,2,2,9,8,4,7,0
154,26,Travel_Frequently,1211,Research & Development,11,2,Life Sciences,1,4,Male,66,1,1,Research Scientist,3,Divorced,3419,4668,0,Y,No,15,3,2,80,1,6,5,2,5,2,0,3,0
1686,36,Travel_Rarely,1299,Research & Development,27,3,Medical,1,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,0
625,41,Travel_Rarely,1194,Human Resources,1,4,Life Sciences,1,4,Female,87,2,1,Human Resources,3,Single,3102,4257,1,Y,No,13,3,2,80,0,8,3,3,8,2,0,6,0
2623,40,Travel_Rarely,299,Sales,25,4,Marketing,1,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,1
1346,19,Travel_Frequently,1373,Research & Development,8,3,Life Sciences,1,4,Male,37,4,1,Laboratory Technician,1,Single,1859,4187,1,Y,Yes,13,3,3,80,0,1,2,3,1,0,0,0,1
569,21,Travel_Rarely,903,Research & Development,1,3,Technical Degree,1,3,Female,97,3,1,Research Scientist,4,Single,3544,22002,1,Y,No,16,3,3,80,0,1,2,3,1,0,0,0,0
1758,35,Travel_Rarely,1214,Research & Development,1,3,Medical,1,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,0
1816,30,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,0
2065,42,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,0
127,41,Travel_Rarely,804,Sales,2,3,Medical,1,3,Female,74,3,2,Sales Executive,3,Single,8726,23474,4,Y,Yes,13,3,2,80,0,10,3,3,4,3,0,3,1
2714,45,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2,0
2006,47,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,0
980,34,Travel_Rarely,240,Research & Development,6,2,Life Sciences,1,3,Female,55,3,4,Research Director,4,Single,16792,26312,1,Y,No,21,4,3,80,0,14,3,2,14,9,2,11,0
2711,45,Travel_Rarely,1038,Research & Development,20,3,Medical,1,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,0
190,30,Travel_Rarely,1435,Research & Development,3,3,Medical,1,3,Male,49,3,1,Laboratory Technician,2,Single,2096,15417,2,Y,No,18,3,1,80,0,9,0,4,3,2,1,2,0
1139,50,Travel_Frequently,1180,Research & Development,4,4,Life Sciences,1,3,Female,64,3,2,Research Scientist,2,Married,5036,9953,7,Y,No,12,3,3,80,0,20,3,3,19,7,0,14,0
992,25,Travel_Rarely,661,Sales,11,2,Medical,1,3,Male,87,4,2,Sales Executive,2,Married,5561,14590,1,Y,No,20,4,2,80,1,6,3,2,6,1,0,5,0
699,37,Non-Travel,809,Sales,15,3,Medical,1,3,Male,52,3,2,Sales Executive,1,Divorced,4648,18787,4,Y,No,14,3,4,80,1,4,2,3,1,0,0,0,0
606,35,Travel_Rarely,930,Research & Development,1,4,Life Sciences,1,4,Male,92,2,3,Healthcare Representative,3,Married,10685,25755,3,Y,No,18,3,2,80,1,17,2,3,7,7,0,1,0
180,57,Travel_Rarely,1416,Research & Development,19,3,Medical,1,1,Female,81,3,2,Research Scientist,4,Married,5410,10558,2,Y,No,11,3,4,80,1,18,2,2,3,2,0,2,0
301,58,Travel_Rarely,629,Research & Development,6,4,Technical Degree,1,4,Male,84,3,1,Research Scientist,4,Married,2546,26999,4,Y,No,15,3,1,80,2,8,4,4,2,2,2,2,0
2536,29,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,0
1060,39,Travel_Rarely,216,Research & Development,11,5,Life Sciences,1,3,Male,56,2,3,Manufacturing Director,2,Married,7978,12241,1,Y,Yes,11,3,4,80,1,9,2,3,9,7,1,8,0
2579,27,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,0
2624,52,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7,1
1069,45,Travel_Frequently,474,Research & Development,13,3,Medical,1,4,Male,75,3,5,Manager,3,Single,19658,14011,3,Y,Yes,14,3,2,80,0,21,2,3,5,4,0,2,0
2205,50,Travel_Frequently,562,Sales,8,2,Technical Degree,1,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,1
1243,46,Travel_Rarely,1474,Sales,1,3,Life Sciences,1,3,Male,81,3,5,Manager,3,Married,19943,17799,3,Y,No,12,3,2,80,1,26,2,3,8,6,4,7,0
16,33,Travel_Rarely,894,Research & Development,11,2,Life Sciences,1,3,Female,83,3,1,Research Scientist,3,Married,2539,16192,8,Y,No,12,3,4,80,1,4,2,3,2,2,2,2,0
2717,40,Non-Travel,218,Research & Development,8,1,Medical,1,4,Male,55,2,3,Research Director,2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,0
546,27,Travel_Rarely,482,Sales,2,2,Other,1,2,Male,92,3,2,Sales Executive,4,Married,4249,2690,2,Y,Yes,21,4,1,80,1,5,2,2,3,2,0,2,0
658,31,Travel_Rarely,1398,Research & Development,2,4,Medical,1,3,Male,35,3,1,Research Scientist,4,Single,2660,6153,0,Y,No,18,3,4,80,0,3,2,3,2,2,2,2,0
2468,35,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,1
2498,49,Travel_Rarely,174,Sales,8,4,Technical Degree,1,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,0
1504,34,Travel_Rarely,1184,Sales,9,4,Life Sciences,1,3,Male,63,4,2,Sales Executive,4,Single,5363,16374,9,Y,Yes,14,3,3,80,0,9,2,3,5,2,0,3,0
959,25,Travel_Frequently,653,Research & Development,3,4,Life Sciences,1,2,Male,62,3,1,Laboratory Technician,1,Married,3978,22477,7,Y,No,13,3,4,80,1,7,1,2,2,2,2,2,0
2331,39,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4,0
797,36,Travel_Frequently,300,Research & Development,8,4,Medical,1,1,Male,55,2,2,Research Scientist,4,Married,4805,6812,7,Y,No,13,3,4,80,1,16,2,1,14,8,5,7,0
225,30,Travel_Rarely,991,Research & Development,1,3,Medical,1,2,Male,96,3,1,Research Scientist,3,Single,2546,18697,0,Y,Yes,22,4,2,80,0,9,6,3,8,1,0,7,0
2074,25,Travel_Rarely,891,Sales,4,2,Life Sciences,1,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,0
1799,56,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3,1
2702,24,Travel_Rarely,1476,Sales,4,1,Medical,1,4,Female,42,3,2,Sales Executive,3,Married,4162,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3,0
2277,32,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,0
2085,52,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,0
1693,32,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5,0
1045,52,Travel_Rarely,772,Sales,7,4,Life Sciences,1,3,Female,66,4,3,Sales Executive,2,Divorced,9725,18787,2,Y,No,17,3,1,80,2,13,3,3,9,7,0,7,0
469,34,Travel_Rarely,300,Research & Development,1,3,Life Sciences,1,4,Male,84,4,2,Manufacturing Director,1,Divorced,4345,20689,1,Y,No,22,4,3,80,2,15,3,2,15,14,5,12,0
954,35,Travel_Rarely,1005,Research & Development,8,3,Technical Degree,1,3,Male,60,3,1,Research Scientist,1,Single,3838,16002,1,Y,No,15,3,4,80,0,2,5,3,2,2,0,2,0
2713,31,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,1
639,34,Travel_Rarely,1443,Research & Development,8,4,Life Sciences,1,3,Female,72,2,1,Research Scientist,1,Married,2810,14871,1,Y,No,21,4,1,80,1,10,2,2,10,5,1,9,0
2539,44,Non-Travel,111,Research & Development,17,3,Life Sciences,1,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,0
1218,31,Travel_Rarely,471,Research & Development,1,4,Other,1,1,Male,62,3,2,Manufacturing Director,3,Married,4148,18103,1,Y,No,13,3,3,80,1,4,2,3,4,2,0,2,0
1158,31,Travel_Frequently,1242,Sales,1,1,Life Sciences,1,4,Female,60,3,2,Sales Executive,3,Married,5405,20652,1,Y,No,20,4,3,80,1,10,3,1,10,7,3,7,0
1415,18,Travel_Frequently,381,Research & Development,2,3,Medical,1,1,Female,92,3,1,Research Scientist,3,Single,1281,16900,1,Y,Yes,20,4,2,80,0,0,3,2,0,0,0,0,0
2477,28,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,1
1527,35,Travel_Rarely,1282,Research & Development,1,4,Other,1,2,Male,59,4,3,Healthcare Representative,4,Married,8321,17056,0,Y,No,13,3,1,80,0,12,3,3,6,2,1,1,0
2665,41,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,0
1300,28,Travel_Rarely,1376,Research & Development,2,3,Medical,1,3,Male,56,2,1,Research Scientist,2,Single,2693,25043,1,Y,Yes,11,3,4,80,0,1,2,4,1,0,0,0,1
2617,39,Travel_Rarely,360,Research & Development,23,3,Medical,1,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,1
1603,56,Travel_Rarely,479,Research & Development,29,4,Life Sciences,1,3,Male,88,4,2,Laboratory Technician,2,Married,6651,25265,3,Y,No,12,3,2,80,0,14,5,3,2,1,2,2,0
160,42,Travel_Rarely,641,Research & Development,1,2,Life Sciences,1,2,Female,72,3,2,Manufacturing Director,3,Married,6811,23683,4,Y,No,19,3,4,80,1,10,2,2,8,7,0,7,0
1704,42,Travel_Rarely,691,Sales,8,4,Marketing,1,3,Male,48,3,2,Sales Executive,2,Married,6825,21173,0,Y,No,11,3,4,80,1,10,2,3,9,7,4,2,0
956,30,Travel_Rarely,632,Research & Development,7,3,Life Sciences,1,3,Male,35,3,3,Manager,4,Married,11916,25927,2,Y,No,20,4,4,80,1,12,2,2,7,7,7,7,0
2660,34,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,0
877,39,Travel_Rarely,682,Research & Development,1,4,Other,1,4,Male,57,4,3,Healthcare Representative,3,Married,7441,20161,1,Y,No,11,3,4,80,1,41,0,3,41,8,12,10,0
1919,41,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,0
1884,36,Travel_Frequently,635,Research & Development,18,1,Medical,1,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,0
2200,50,Travel_Rarely,1207,Research & Development,28,1,Medical,1,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,0
98,32,Travel_Rarely,442,Sales,17,3,Medical,1,4,Male,79,3,3,Sales Executive,3,Married,10673,26250,0,Y,No,22,4,2,80,0,14,3,3,13,8,8,9,0
2585,33,Travel_Rarely,536,Sales,10,5,Marketing,1,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,0
253,39,Travel_Rarely,1193,Research & Development,4,2,Medical,1,1,Male,95,3,2,Manufacturing Director,3,Divorced,4272,11737,4,Y,No,17,3,4,80,2,8,2,2,2,2,2,2,0
103,23,Travel_Frequently,857,Research & Development,1,1,Life Sciences,1,1,Male,61,2,2,Manufacturing Director,4,Married,6146,26236,1,Y,No,12,3,4,80,2,8,2,2,8,7,3,7,0
1445,34,Travel_Rarely,1372,Sales,13,3,Marketing,1,4,Male,73,3,2,Sales Executive,3,Single,4345,8758,0,Y,Yes,13,3,3,80,0,4,0,3,3,2,2,2,1
1443,46,Travel_Rarely,1206,Research & Development,8,4,Life Sciences,1,3,Female,92,2,2,Research Scientist,3,Divorced,5743,24008,9,Y,No,11,3,2,80,2,16,3,3,5,4,1,1,0
1648,41,Non-Travel,1225,Sales,5,3,Marketing,1,3,Male,31,2,2,Sales Executive,3,Single,5473,19760,2,Y,No,20,4,3,80,0,10,2,2,6,4,0,3,0
586,38,Travel_Rarely,1245,Sales,9,2,Medical,1,1,Male,42,4,2,Sales Executive,3,Married,6932,12355,1,Y,No,16,3,4,80,1,10,3,2,10,8,0,7,0
627,35,Travel_Rarely,1373,Research & Development,6,2,Life Sciences,1,4,Male,63,3,1,Laboratory Technician,2,Divorced,2587,7679,1,Y,No,19,3,3,80,1,5,2,3,4,3,0,0,0
1696,38,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2,0
2101,57,Travel_Rarely,210,Sales,29,3,Marketing,1,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,0
2199,37,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,0
403,40,Travel_Rarely,329,Research & Development,1,1,Medical,1,4,Male,83,3,5,Manager,4,Divorced,19189,6759,1,Y,Yes,12,3,1,80,1,21,5,3,21,7,1,7,0
1154,45,Travel_Rarely,923,Sales,22,2,Marketing,1,1,Male,89,4,2,Sales Executive,1,Single,4775,13493,5,Y,No,13,3,4,80,0,6,4,2,0,0,0,0,1
2255,38,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,0
1682,32,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,4,Male,79,3,1,Laboratory Technician,4,Single,3068,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6,0
2056,55,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,0
2598,28,Travel_Frequently,791,Research & Development,1,4,Medical,1,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,0
452,41,Travel_Rarely,634,Research & Development,25,3,Life Sciences,1,2,Female,80,3,3,Healthcare Representative,4,Single,7406,2373,2,Y,No,14,3,3,80,0,10,3,3,6,4,1,4,0
2301,53,Travel_Rarely,661,Sales,7,2,Marketing,1,1,Female,78,2,3,Sales Executive,4,Married,10934,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4,0
1327,36,Travel_Rarely,216,Sales,1,3,Life Sciences,1,3,Male,72,2,2,Sales Executive,2,Single,5373,12154,2,Y,No,11,3,1,80,0,8,1,3,5,3,1,2,0
2049,35,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,0
880,30,Travel_Rarely,532,Sales,2,1,Marketing,1,4,Male,86,1,5,Manager,3,Divorced,18947,17519,7,Y,No,11,3,1,80,1,22,4,3,2,1,2,2,1
2662,31,Travel_Rarely,330,Research & Development,22,4,Medical,1,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,1
623,31,Travel_Rarely,498,Research & Development,1,3,Life Sciences,1,1,Male,35,3,1,Laboratory Technician,2,Single,1261,15232,1,Y,No,19,3,2,80,0,1,2,4,1,0,0,0,0
2393,41,Travel_Frequently,840,Research & Development,9,3,Medical,1,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11,0
2533,20,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,0
1787,51,Travel_Frequently,1456,Research & Development,1,4,Medical,1,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8,0
262,56,Travel_Frequently,1372,Research & Development,27,2,Medical,1,3,Female,59,3,2,Manufacturing Director,2,Divorced,6586,14871,9,Y,No,11,3,4,80,1,13,3,3,7,6,0,2,0
1634,29,Travel_Rarely,776,Research & Development,2,2,Medical,1,4,Male,97,3,1,Laboratory Technician,1,Married,3162,14120,1,Y,No,15,3,2,80,3,6,3,3,5,2,0,3,0
1438,28,Travel_Rarely,1212,Sales,10,4,Medical,1,4,Female,49,3,2,Sales Executive,1,Single,6583,16985,2,Y,No,12,3,3,80,0,11,3,3,3,2,0,2,0
2198,27,Travel_Frequently,1410,Sales,3,1,Medical,1,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,0
1969,31,Travel_Frequently,444,Sales,5,3,Marketing,1,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,0
1802,26,Travel_Rarely,841,Research & Development,6,3,Other,1,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,0
640,32,Travel_Frequently,1112,Research & Development,8,4,Life Sciences,1,3,Male,50,3,2,Laboratory Technician,4,Married,3069,12313,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,9,0
2385,36,Non-Travel,1229,Sales,8,4,Technical Degree,1,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,0
2588,25,Travel_Frequently,599,Sales,24,1,Life Sciences,1,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0,1
1959,29,Travel_Frequently,442,Sales,2,2,Life Sciences,1,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9,0
488,30,Travel_Rarely,563,Research & Development,17,1,Medical,1,2,Male,51,2,1,Research Scientist,2,Married,3907,15497,1,Y,No,16,3,3,80,1,6,2,4,6,3,1,0,0
1843,41,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,0
1734,35,Travel_Rarely,1142,Research & Development,23,4,Medical,1,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2,0
146,34,Travel_Rarely,426,Research & Development,19,5,Life Sciences,1,4,Male,79,3,2,Research Scientist,3,Divorced,4647,10332,1,Y,No,17,3,1,80,1,10,3,3,10,6,4,4,0
1534,34,Travel_Rarely,124,Research & Development,11,4,Technical Degree,1,4,Male,95,3,2,Laboratory Technician,3,Single,3743,16375,1,Y,No,15,3,3,80,0,10,1,3,10,2,0,7,0
1986,31,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3,0
1369,41,Travel_Rarely,1017,Sales,20,4,Life Sciences,1,3,Male,36,3,2,Sales Executive,1,Divorced,5769,21214,1,Y,No,17,3,4,80,3,10,2,1,10,7,0,7,0
2450,36,Travel_Rarely,796,Research & Development,12,5,Medical,1,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,0
2679,35,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2,0
